"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"708","2013","Vassar Brothers Medical Center","DUTCHESS",973,2,2400,1,1,38,2387,57,499,589,1169,46,1427,64,477,4,331,0,5,846,97,0,9,560,413,47,613,308,1716,1132,584,137,137," NY",-73.935626,41.6933485
"709","2013","Northern Dutchess Hospital","DUTCHESS",317,0,904,0,0,1,892,54,195,280,530,314,587,26,139,0,28,0,224,32,116,0,0,204,113,2,306,9,772,672,100,85,85," NY",-73.9128078,41.9356016
"710","2013","Women And Children's Hospital Of Buffalo","ERIE",1143,2,2891,2,0,46,2868,9,707,690,892,54,1748,57,584,16,43,2,3,1176,134,0,0,616,527,181,745,217,1505,854,651,143,143," NY",-78.8751475,42.9098851
"711","2013","Sisters of Charity Hospital","ERIE",1180,12,3357,10,2,445,3266,98,617,664,1811,40,2175,46,540,15,326,4,14,1587,310,0,1,686,494,63,793,314,2161,1744,417,109,109," NY",-78.848085,42.9284109
"712","2013","University Hospital","SUFFOLK",1455,2,3810,2,0,185,3239,197,493,719,697,537,2353,74,745,8,70,18,30,1752,150,0,0,784,671,36,937,469,2547,1011,1536,135,135," NY",-74.4802507,40.6794061
"713","2013","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",69,0,165,0,0,16,158,25,24,23,69,47,96,0,31,0,17,2,8,8,38,0,0,38,31,3,64,1,139,115,24,1,1," NY",-74.1312867,44.3294896
"714","2013","Plainview Hospital","NASSAU",388,0,913,0,0,38,894,113,172,151,86,99,524,9,219,0,136,0,7,420,55,0,0,178,210,7,285,95,681,262,419,97,97," NY",-73.4787902,40.7749323
"715","2013","Alice Hyde Medical Center","FRANKLIN",145,0,294,0,0,68,281,41,82,102,212,1,144,11,76,0,21,1,1,83,16,0,0,80,65,30,102,12,169,139,30,3,3," NY",-74.2999876,44.8554151
"716","2013","Nathan Littauer Hospital","FULTON",123,0,360,0,0,3,353,35,71,98,152,121,237,0,61,1,40,1,1,121,28,0,0,62,61,7,113,3,222,204,18,73,73," NY",-74.3319185,43.0715875
"717","2013","United Memorial Medical Center North Street Campus","GENESEE",175,0,628,0,0,5,624,43,127,275,66,298,453,14,103,1,20,1,1,277,30,0,0,86,89,13,138,23,440,427,13,134,134," NY",-78.1787505,43.0054757
"718","2013","Geneva General Hospital","ONTARIO",53,0,187,0,0,31,162,29,44,46,164,0,134,5,27,0,1,0,1,82,2,0,0,31,22,4,31,18,136,101,35,39,39," NY",-76.988942,42.8770578
"719","2013","Samaritan Medical Center","JEFFERSON",342,7,1738,7,0,1,1729,21,466,259,912,550,1394,59,239,4,43,5,16,904,94,0,1,162,180,15,279,48,1267,1054,213,105,105," NY",-75.9144928,43.9648367
"720","2013","Lewis County General Hospital","LEWIS",97,0,300,0,0,23,283,6,48,58,205,0,198,1,51,1,82,2,111,0,32,0,0,47,50,4,91,0,219,198,21,54,54," NY",-75.4995852,43.7958179
"721","2013","Nicholas H Noyes Memorial Hospital","LIVINGSTON",78,0,280,0,0,24,247,3,94,54,209,72,202,0,27,1,20,0,3,83,36,0,0,51,27,4,49,24,173,152,21,82,82," NY",-77.699907,42.5528296
"722","2013","Oneida Healthcare Center","MADISON",165,1,532,1,0,10,521,285,125,72,166,0,367,4,73,0,120,0,26,137,93,0,0,96,69,21,125,19,375,342,33,90,90," NY",-75.6537588,43.0775315
"723","2013","St Anthony Community Hospital","ORANGE",196,1,440,1,0,21,431,184,122,226,91,0,235,2,112,0,89,1,0,175,24,1,0,86,110,6,89,100,360,296,64,115,115," NY",-74.357556,41.2612731
"724","2013","Highland Hospital","MONROE",767,38,2977,38,0,339,2485,23,708,1227,2316,691,2210,102,453,9,84,2,14,1452,265,0,0,416,351,36,536,193,2497,1733,764,44,44," NY",-77.6061769,43.1356875
"725","2013","North Shore University Hospital","NASSAU",2650,35,6456,34,1,372,5717,538,1269,1444,927,0,3804,49,1229,6,803,10,58,2970,194,0,1,1470,1180,57,1490,847,4857,1193,3664,84,84," NY",-73.7012035,40.7754975
"726","2013","Strong Memorial Hospital","MONROE",1061,35,2977,35,0,533,2584,268,867,844,2623,0,1916,91,502,24,78,3,21,1389,63,0,4,650,411,164,740,156,1751,998,753,130,130," NY",-77.6256413,43.122593
"727","2013","The Unity Hospital of Rochester","MONROE",557,5,1585,5,0,378,1234,27,349,645,1353,18,1026,32,272,2,70,7,1,595,134,0,1,317,240,37,407,113,1219,755,464,132,132," NY",-77.7052192,43.1925238
"728","2013","St Marys Hospital at Amsterdam","MONTGOMERY",168,0,473,0,0,25,451,2,56,197,23,2,304,1,74,1,71,0,0,192,26,0,0,95,73,6,130,32,299,242,57,125,125," NY",-74.186919,42.9590091
"729","2013","Mercy Medical Center","NASSAU",507,0,1096,0,0,74,634,80,100,167,87,22,589,11,231,0,181,4,1,424,73,0,0,287,220,19,382,97,781,310,471,65,65," NY",-73.6314088,40.6874502
"730","2013","South Nassau Communities Hospital","NASSAU",635,1,1558,1,0,100,1102,197,226,276,187,25,917,3,321,1,276,12,4,667,149,0,2,317,318,29,464,137,1176,347,829,112,112," NY",-73.6304234,40.6518657
"731","2013","Nassau University Medical Center","NASSAU",393,1,1465,1,0,347,1319,463,211,587,482,177,1068,83,266,4,67,31,3,520,150,0,0,210,183,32,261,99,1128,184,944,72,72," NY",-73.5540616,40.7272159
"732","2013","Eastern Niagara Hospital - Lockport Division","NIAGARA",221,1,455,1,0,5,421,26,80,104,207,44,225,2,114,1,45,6,4,76,28,0,0,109,112,14,194,12,257,218,39,30,30," NY",-78.6903098,43.1706128
"733","2013","Niagara Falls Memorial Medical Center","NIAGARA",295,0,584,0,0,22,409,56,66,171,98,0,289,7,158,0,79,1,5,198,11,0,0,144,151,26,226,42,304,249,55,81,81," NY",-79.0495359,43.0934707
"734","2013","Mount St Marys Hospital and Health Center","NIAGARA",94,0,263,0,0,30,217,16,81,114,82,0,168,5,44,1,36,0,0,126,17,0,0,55,39,9,64,21,140,125,15,71,71," NY",-79.0330756,43.1537841
"735","2013","Rome Memorial Hospital, Inc","ONEIDA",118,1,572,1,0,49,561,162,112,157,133,338,454,1,55,0,29,0,5,214,77,0,0,64,54,6,95,17,375,327,48,NA,NA,NA,NA,NA
"736","2013","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",891,2,2082,2,0,214,1943,198,383,270,678,1,1191,21,409,4,245,0,40,643,153,0,0,503,388,34,685,172,1287,803,484,36,36," NY",-75.2766254,43.096879
"737","2013","Community-General Hospital of Greater Syracuse","ONONDAGA",293,1,1040,1,0,118,1022,441,204,231,736,415,746,13,136,2,39,1,181,298,128,0,0,170,123,12,231,50,709,666,43,25,25," NY",-76.1474244,43.0481221
"738","2013","St Josephs Hospital Health Center","ONONDAGA",669,0,1989,0,0,11,1986,53,498,162,1590,159,1320,3,281,1,176,12,6,664,354,0,0,391,278,63,590,16,1425,1324,101,122,122," NY",-75.9689088,41.1438275
"739","2013","Crouse Hospital","ONONDAGA",1370,1,3884,1,0,471,3872,63,970,872,1613,295,2513,104,725,19,201,2,15,1438,506,0,6,749,621,88,1150,132,2331,1464,867,29,29," NY",-76.138599,43.0414634
"740","2013","F F Thompson Hospital","ONTARIO",137,6,645,6,0,40,597,14,197,325,258,79,507,15,73,3,28,0,0,306,98,0,0,79,58,11,81,44,514,433,81,35,35," NY",-77.28973,42.876232
"741","2013","St Luke's Cornwall Hospital/Newburgh","ORANGE",299,0,976,0,0,91,962,14,181,563,202,45,677,38,200,4,70,1,3,388,49,0,3,137,162,19,236,44,622,128,494,123,123," NY",-74.0149005,41.5037064
"742","2013","Orange Regional Medical Center-Goshen Campus","ORANGE",700,0,1893,0,0,7,571,81,111,134,84,20,1193,29,378,0,54,3,17,597,263,1,0,351,349,25,578,87,1513,1200,313,91,91," NY",-74.3218124,41.3892711
"743","2013","Oswego Hospital","OSWEGO",200,0,611,0,0,107,600,246,141,136,228,111,411,5,90,3,26,0,0,144,77,0,0,115,85,26,154,20,346,287,59,93,93," NY",-76.5163805,43.4537948
"744","2013","Aurelia Osborn Fox Memorial Hospital","OTSEGO",83,0,268,0,0,14,257,10,35,143,140,0,185,0,37,0,19,0,9,63,42,0,0,46,37,6,67,10,194,165,29,6,6," NY",-75.0522916,42.4578897
"745","2013","Mary Imogene Bassett Hospital","OTSEGO",213,7,865,7,0,179,857,7,213,255,650,235,652,14,106,0,44,2,63,282,124,0,4,121,92,23,149,40,700,527,173,60,60," NY",-74.9235838,42.6956943
"746","2013","Putnam Hospital Center","PUTNAM",159,0,390,0,0,51,316,49,77,78,38,131,231,4,72,0,50,0,83,86,16,0,0,91,68,4,133,22,318,227,91,98,98," NY",-73.6631781,41.3835529
"747","2013","Samaritan Hospital","RENSSELAER",332,4,1183,2,2,36,1174,26,127,105,770,453,851,35,185,0,90,1,29,454,68,0,0,182,150,8,255,68,868,760,108,104,104," NY",-73.6720969,42.7336275
"748","2013","Nyack Hospital","ROCKLAND",531,0,1625,0,0,17,1561,83,173,246,261,602,1093,33,300,0,96,6,43,404,222,0,0,264,267,12,436,79,1365,320,1045,87,87," NY",-73.9260511,41.0958962
"749","2013","Good Samaritan Hospital of Suffern","ROCKLAND",488,0,3051,0,0,111,2529,166,404,436,739,284,2320,134,383,1,268,1,6,1392,341,0,0,252,236,12,332,139,2530,1909,621,42,42," NY",-74.1339973,41.1114834
"750","2013","Saratoga Hospital","SARATOGA",272,0,779,0,0,6,756,44,101,163,98,97,507,1,134,3,86,0,30,364,7,0,4,139,133,4,197,68,610,512,98,106,106," NY",-73.7976256,43.0862373
"751","2013","Claxton-Hepburn Medical Center","ST LAWRENCE",171,0,335,0,0,10,330,22,72,32,115,2,161,0,82,0,46,2,6,64,47,0,3,89,82,15,142,13,247,220,27,22,22," NY",-75.4995175,44.6912242
"752","2013","Massena Memorial Hospital","ST LAWRENCE",120,0,272,0,0,6,259,45,80,32,101,84,152,1,62,0,3,2,1,36,28,0,0,59,61,19,94,7,176,141,35,61,61," NY",-74.9090203,44.9361552
"753","2013","Canton-Potsdam Hospital","ST LAWRENCE",161,2,392,1,1,41,375,28,100,85,120,30,231,0,61,1,58,2,13,98,61,0,0,100,61,5,127,29,302,290,12,16,16," NY",-74.9825672,44.6764714
"754","2013","Ellis Hospital - Bellevue Woman's Care Center Division","SCHENECTADY",767,6,2571,2,4,19,2554,17,544,216,2304,277,1803,59,389,4,73,4,1208,127,172,0,0,437,330,15,673,78,1998,1586,412,33,33," NY",-73.8810494,42.7924655
"755","2013","Corning Hospital","STEUBEN",162,3,395,3,0,21,305,34,72,82,264,1,233,1,72,0,9,1,2,117,14,0,0,91,71,23,111,28,272,261,11,27,27," NY",-77.0546903,42.1428521
"756","2013","St James Mercy Hospital","STEUBEN",98,4,279,3,1,13,237,0,72,91,221,0,181,2,55,0,25,0,0,85,16,0,0,45,53,2,80,16,200,167,33,120,120," NY",-75.9687902,41.1790804
"757","2013","Southampton Hospital","SUFFOLK",232,5,715,5,0,26,705,17,149,152,102,102,483,6,136,0,71,0,1,282,74,0,0,102,130,3,183,46,609,438,171,113,113," NY",-72.3801804,40.8851774
"758","2013","St Charles Hospital","SUFFOLK",728,6,1495,6,0,76,1177,93,251,166,368,25,767,9,358,1,138,0,81,566,64,0,0,379,349,11,551,166,1035,642,393,118,118," NY",-73.0609201,40.9466502
"759","2013","Huntington Hospital","SUFFOLK",578,9,1389,8,1,23,1334,170,254,269,180,9,811,5,286,2,182,5,12,619,53,0,3,297,281,13,411,149,1186,518,668,46,46," NY",-73.4164165,40.879622
"760","2013","Southside Hospital","SUFFOLK",1190,2,2582,2,0,271,2270,426,447,476,582,0,1387,11,652,1,448,3,14,719,249,0,0,549,641,40,1008,131,2100,650,1450,114,114," NY",-73.241274,40.7255982
"761","2013","Good Samaritan Hospital Medical Center","SUFFOLK",1387,16,2601,12,4,1,2599,529,564,659,2586,0,1214,19,604,9,373,3,63,980,59,0,0,802,585,67,1057,259,1766,1064,702,41,41," NY",-73.2943189,40.6940832
"762","2013","Glens Falls Hospital","WARREN",438,0,1335,0,0,146,1316,10,364,671,786,754,897,1,201,2,76,0,170,433,70,0,0,238,200,18,344,72,1007,889,118,40,40," NY",-73.6440058,43.3095164
"763","2013","Peconic Bay Medical Center","SUFFOLK",205,0,396,0,0,26,360,9,19,89,76,0,184,4,99,0,78,2,1,20,66,0,0,110,95,22,179,4,301,122,179,95,95," NY",-72.673446,40.9345059
"764","2013","St Catherine of Siena Hospital","SUFFOLK",392,0,780,0,0,63,748,193,188,224,366,0,388,4,181,1,107,0,17,273,51,0,0,215,177,9,200,183,556,208,348,117,117," NY",-73.2231986,40.8683584
"765","2013","Catskill Regional Medical Center","SULLIVAN",196,0,605,0,0,10,591,48,113,202,200,0,376,9,80,0,48,3,1,191,38,0,0,125,71,12,142,41,425,210,215,18,18," NY",-74.7372731,41.7093868
"766","2013","Kingston Hospital","ULSTER",137,1,414,1,0,1,410,12,73,120,177,26,277,5,88,0,36,0,40,0,2,0,0,54,83,1,135,0,279,214,65,50,50," NY",-73.9973608,41.9270367
"767","2013","Cayuga Medical Center at Ithaca","TOMPKINS",240,2,849,2,0,34,837,73,220,332,234,292,599,17,118,2,46,1,52,318,120,0,0,139,101,5,164,71,751,596,155,19,19," NY",-76.5380862,42.4688745
"768","2013","Newark-Wayne Community Hospital","WAYNE",164,6,657,5,1,77,611,34,148,227,494,80,471,5,91,2,27,0,0,268,40,0,0,78,86,8,134,21,434,347,87,80,80," NY",-77.1020907,43.0605912
"769","2013","Hudson Valley Hospital Center","WESTCHESTER",229,0,760,0,0,24,479,42,137,101,203,323,531,35,136,2,117,5,19,135,86,0,0,128,101,5,122,68,669,643,26,45,45," NY",-73.892419,41.29265
"770","2013","SJRH - St Johns Division","WESTCHESTER",643,0,1528,0,0,48,1506,129,278,582,410,0,884,24,369,0,290,0,6,466,221,0,0,298,345,6,555,79,863,183,680,110,110," NY",-74.102728,40.8061405
"771","2013","White Plains Hospital Center","WESTCHESTER",796,1,1821,1,0,31,1316,96,329,300,45,121,1025,0,352,0,645,0,155,605,174,0,0,444,352,4,673,117,1439,1280,159,140,140," NY",-73.768986,41.0260327
"772","2013","Sound Shore Medical Center of Westchester","WESTCHESTER",428,0,1063,0,0,703,945,430,260,277,248,0,633,4,188,0,195,12,43,151,220,0,0,244,184,25,341,62,905,372,533,111,111," NY",-73.7878157,40.912599
"773","2013","Northern Westchester Hospital","WESTCHESTER",751,0,1620,0,0,217,1617,64,312,556,70,33,869,20,357,1,122,0,30,654,74,0,5,414,337,10,565,176,1313,922,391,86,86," NY",-74.0056055,41.196535
"774","2013","Lawrence Hospital Center","WESTCHESTER",966,0,1836,0,0,9,694,107,231,242,86,0,870,12,427,0,216,0,162,296,78,0,0,551,415,11,886,56,1342,785,557,52,52," NY",-73.8370295,40.9423709
"775","2013","Coney Island Hospital","KINGS",203,0,558,NA,NA,140,516,51,80,151,NA,271,355,8,82,3,93,0,3,202,68,0,0,129,74,13,133,51,441,106,335,26,26," NY",-73.9648753,40.5855566
"776","2013","Phelps Memorial Hospital Assn","WESTCHESTER",312,3,1052,2,1,15,1019,25,120,119,102,434,735,20,166,0,72,5,5,266,141,0,0,166,146,2,223,73,1036,986,50,96,96," NY",-73.8630631,41.1087491
"777","2013","Westchester Medical Center","WESTCHESTER",345,0,826,0,0,194,725,88,93,185,225,0,479,67,228,19,40,12,4,294,24,0,0,184,161,41,216,83,437,134,303,138,138," NY",-73.80582,41.08878
"778","2013","Wyoming County Community Hospital","WYOMING",50,0,189,0,0,5,183,14,43,29,82,0,138,2,26,0,18,1,0,42,30,0,0,26,24,10,39,1,130,116,14,146,146," NY",-78.1309827,42.754231
"779","2013","Jacobi Medical Center","BRONX",732,11,2386,NA,NA,365,2049,284,522,271,NA,1423,1654,50,280,7,115,21,12,832,342,0,0,502,230,29,510,181,2122,605,1517,47,47," NY",-73.8464133,40.8557535
"780","2013","Montefiore Medical Center - North Division","BRONX",845,2,2525,NA,NA,8,2518,0,214,106,NA,0,1680,76,456,2,88,1,27,1091,107,0,0,465,380,19,432,387,1986,486,1500,69,69," NY",-73.8799255,40.8798864
"781","2013","Lincoln Medical & Mental Health Center","BRONX",656,5,2197,NA,NA,428,2036,360,522,505,NA,0,1541,61,335,3,208,19,22,891,228,0,0,382,274,54,391,209,1741,341,1400,55,55," NY",-73.9235258,40.8170308
"782","2013","St Barnabas Hospital","BRONX",304,0,1193,NA,NA,55,817,50,185,167,NA,245,889,17,113,3,44,8,4,370,99,0,0,208,96,24,153,113,930,188,742,116,116," NY",-73.8902908,40.8536538
"783","2013","Bronx-Lebanon Hospital Center - Concourse Division","BRONX",753,1,2236,NA,NA,252,1174,179,181,157,NA,0,1483,29,257,6,62,0,46,663,175,0,0,525,228,16,522,201,1547,24,1523,11,11," NY",-73.9110165,40.8434469
"784","2013","North Central Bronx Hospital","BRONX",223,3,863,NA,NA,180,822,68,188,106,NA,586,640,22,128,1,32,4,0,315,117,0,0,117,106,7,173,36,713,70,643,83,83," NY",-73.8810825,40.8805787
"785","2013","NYU Hospitals Center","NEW YORK",1336,137,4768,NA,NA,11,4610,1046,560,933,NA,0,3432,210,618,12,328,0,6,3080,236,0,5,928,408,19,301,1015,4374,4113,261,88,88," NY",-73.9815497,40.7459158
"786","2013","Brookdale Hospital Medical Center","KINGS",440,1,1240,NA,NA,150,1021,123,284,494,NA,311,800,23,221,6,18,2,15,350,28,0,0,242,198,46,283,109,876,504,372,12,12," NY",-73.9145464,40.6549753
"787","2013","Brooklyn Hospital Center - Downtown Campus","KINGS",883,6,2282,NA,NA,3,2263,0,0,2,NA,0,1399,4,334,4,6,1,22,544,350,0,0,553,330,35,438,266,2168,0,2168,14,14," NY",-73.9780268,40.6909388
"788","2013","New York Methodist Hospital","KINGS",1968,18,5709,NA,NA,633,5404,431,417,859,NA,489,3741,110,827,6,340,11,1308,1294,474,0,0,1251,717,54,1683,226,4880,2911,1969,76,76," NY",-73.9791299,40.6678362
"789","2013","Kings County Hospital Center","KINGS",601,5,2375,NA,NA,571,2339,758,310,578,NA,332,1774,76,325,5,110,3,41,707,478,0,1,352,249,46,407,146,1855,123,1732,49,49," NY",-73.9447005,40.6565954
"790","2013","Long Island College Hospital","KINGS",198,1,582,NA,NA,87,574,15,78,196,NA,45,384,9,95,1,52,4,8,231,53,0,0,112,86,11,115,69,469,144,325,56,56," NY",-73.997247,40.689321
"791","2013","Lutheran Medical Center","KINGS",1315,0,3906,NA,NA,52,3892,2037,1319,883,NA,88,2591,44,636,1,575,4,31,1692,552,0,0,723,592,66,869,376,2476,573,1903,58,58," NY",-74.0209235,40.6466634
"792","2013","Maimonides Medical Center","KINGS",2013,12,8494,NA,NA,948,8033,396,1132,1695,NA,1830,6480,325,1112,16,1473,2,1770,2269,820,0,19,1226,787,50,802,1130,6985,1718,5267,59,59," NY",-73.9986929,40.6396041
"793","2013","Wyckoff Heights Medical Center","KINGS",489,0,1337,NA,NA,257,1269,356,143,472,NA,4,848,29,259,0,141,3,7,439,59,0,0,259,230,28,381,78,1004,218,786,145,145," NY",-73.9174728,40.7042422
"794","2013","University Hospital of Brooklyn","KINGS",827,0,1571,NA,NA,24,1489,130,145,272,NA,1,744,7,301,1,139,2,82,429,58,0,1,533,294,33,568,184,895,410,485,136,136," NY",-73.9453265,40.6549969
"795","2013","New York Downtown Hospital","NEW YORK",632,3,2340,NA,NA,1,2211,30,107,33,NA,53,1702,29,279,3,212,1,7,484,22,0,0,383,249,10,246,239,1627,613,1014,74,74," NY",-74.0072917,40.710394
"796","2013","Bellevue Hospital Center","NEW YORK",386,5,1251,NA,NA,121,1164,186,309,266,NA,311,865,42,176,8,43,3,2,551,121,0,0,252,134,30,70,283,1078,357,721,7,7," NY",-73.9762044,40.7396865
"797","2013","Beth Israel Medical Center/Petrie Campus","NEW YORK",1064,9,3876,NA,NA,441,3075,435,466,836,NA,546,2807,65,398,10,176,10,12,1937,454,0,0,731,333,42,578,438,3325,1762,1563,9,9," NY",-73.9825649,40.7333501
"798","2013","Lenox Hill Hospital","NEW YORK",1689,16,4159,NA,NA,2,4114,26,1436,1387,NA,32,2470,49,559,3,482,1,1063,655,88,0,0,1179,510,42,1436,137,3502,2093,1409,53,53," NY",-73.9609812,40.7739364
"799","2013","Harlem Hospital Center","NEW YORK",339,2,1020,NA,NA,327,964,42,144,161,NA,1,680,29,153,7,50,76,12,289,24,0,0,215,124,40,175,88,763,168,595,43,43," NY",-73.9395087,40.8143104
"800","2013","Metropolitan Hospital Center","NEW YORK",312,21,1167,NA,NA,241,1134,112,170,340,NA,283,855,39,187,3,72,11,12,431,141,0,1,164,148,24,203,84,626,238,388,66,66," NY",-73.9443993,40.7848889
"801","2013","Mount Sinai Hospital","NEW YORK",2412,131,6986,NA,NA,153,6926,983,1385,1427,NA,448,4573,218,1027,38,748,3,95,3781,367,0,8,1603,809,103,1363,943,5883,1819,4064,70,70," NY",-73.9524454,40.7899484
"802","2013","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",2047,19,5782,NA,NA,227,3196,212,387,333,NA,0,3734,45,538,6,1218,3,56,3617,23,0,0,1554,493,15,1643,364,5529,541,4988,79,79," NY",-73.9542869,40.7643076
"803","2013","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1830,35,4540,NA,NA,407,3886,851,993,661,NA,3,2710,55,721,20,113,9,33,2334,120,0,2,1164,666,91,1205,501,3792,1118,2674,78,78," NY",-73.9441736,40.8417607
"804","2013","Elmhurst Hospital Center","QUEENS",994,6,3314,NA,NA,194,2918,685,526,525,NA,419,2320,77,546,10,154,11,14,1311,366,0,0,525,469,35,609,339,2861,215,2646,34,34," NY",-73.8860322,40.7446774
"805","2013","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1921,40,6239,NA,NA,304,5563,582,1460,1605,NA,619,4312,127,659,8,365,9,1908,626,306,0,1,1389,532,35,1154,419,5701,4241,1460,124,124," NY",-73.961459,40.8054014
"806","2013","Flushing Hospital Medical Center","QUEENS",1142,2,2869,NA,NA,2,2406,81,1067,1494,NA,2,1727,50,533,5,195,3,77,975,400,0,0,659,483,49,840,247,1957,296,1661,37,37," NY",-73.8167251,40.7556511
"807","2013","Jamaica Hospital Medical Center","QUEENS",942,2,2312,NA,NA,0,2267,15,4,42,NA,170,1369,39,478,8,34,4,19,661,242,0,1,504,438,62,648,217,2010,1084,926,48,48," NY",-73.8167613,40.7010611
"808","2013","Long Island Jewish Medical Center","QUEENS",2456,36,6565,NA,NA,422,6523,1167,1149,1757,NA,12,4109,126,1187,13,884,24,34,3294,334,0,4,1395,1061,129,1684,636,4907,1727,3180,57,57," NY",-73.7069314,40.7555112
"809","2013","Queens Hospital Center","QUEENS",536,3,1737,NA,NA,175,1366,115,370,434,NA,0,1201,26,245,0,97,0,6,514,326,0,0,317,219,24,391,120,1282,988,294,99,99," NY",-73.8045894,40.7169282
"810","2013","St Johns Episcopal Hospital So Shore","QUEENS",257,0,702,NA,NA,1,693,4,69,47,NA,0,445,15,122,1,47,0,0,198,50,0,0,150,107,16,175,66,551,184,367,121,121," NY",-73.7548578,40.5986319
"811","2013","New York Hospital Medical Center   of Queens","QUEENS",1430,15,4215,NA,NA,637,4133,1764,195,1293,NA,0,2785,35,646,4,1086,11,49,2150,397,0,0,819,611,36,743,651,2754,362,2392,75,75," NY",-73.8254109,40.7454597
"812","2013","Forest Hills Hospital","QUEENS",698,3,2101,NA,NA,121,2045,144,145,216,NA,7,1403,30,310,5,371,5,7,1130,106,0,0,418,280,25,381,287,1863,368,1495,38,38," NY",-73.8448469,40.718106
"813","2013","Woodhull Medical & Mental Health Center","KINGS",601,3,2005,NA,NA,576,1858,112,374,400,NA,1268,1402,31,203,3,66,26,15,695,302,0,0,429,172,35,344,220,1697,592,1105,144,144," NY",-73.9430003,40.6994152
"814","2013","Richmond University Medical Center","RICHMOND",1233,0,2863,NA,NA,54,1427,1564,411,93,NA,6,1630,6,626,14,841,6,414,1084,37,0,0,613,620,27,992,213,1539,763,776,101,101," NY",-74.1059933,40.6357678
"815","2013","Staten Island University Hosp-North","RICHMOND",681,4,2990,NA,NA,9,2958,4,444,256,NA,138,2309,133,444,14,305,7,36,1542,192,0,0,370,311,35,437,171,2433,868,1565,128,128," NY",-74.1502007,40.5795317
"816","2013","Millard Fillmore Suburban Hospital","ERIE",882,35,2474,35,0,421,2451,549,758,773,259,2,1592,47,493,4,349,3,1,1340,154,0,0,436,446,47,626,209,1989,1353,636,67,67," NY",-78.7301975,42.993969
"817","2013","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","BRONX",1377,3,4129,NA,NA,3,4113,1,308,11,NA,48,2752,130,744,1,17,0,128,1794,15,0,2,763,614,71,723,579,3375,1968,1407,68,68," NY",-73.8460728,40.8486869
"818","2013","New York Presbyterian Hospital - Allen Pavilion","NEW YORK",802,9,2044,NA,NA,232,1558,281,405,365,NA,15,1242,18,336,1,108,4,23,853,92,0,1,484,318,32,384,357,2014,592,1422,77,77," NY",-73.9148792,40.8730577
"819","2014","Albany Medical Center Hospital","ALBANY",834,50,2107,48,2,266,2081,243,569,439,1920,0,1271,91,466,23,125,3,35,953,71,0,3,459,375,63,636,134,1309,650,659,2,2," NY",-73.7771411,42.6536483
"820","2014","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","ALLEGANY",120,0,347,0,0,10,291,23,120,128,247,37,227,2,63,1,6,0,1,86,20,0,0,59,61,14,103,3,263,153,110,63,63," NY",-77.9505441,42.1224097
"821","2014","Our Lady of Lourdes Memorial Hospital Inc","BROOME",381,4,1204,3,1,34,1186,101,124,217,539,120,823,0,183,0,206,4,3,276,232,0,0,198,183,14,294,73,948,811,137,94,94," NY",-75.9362283,42.0915013
"822","2014","Arnot Ogden Medical Center","CHEMUNG",476,5,1425,4,1,284,1092,28,374,298,1278,683,947,22,247,4,40,3,11,609,58,0,0,251,225,44,393,38,877,654,223,4,4," NY",-76.8268806,42.1009135
"823","2014","United Health Services Hospitals Inc. - Wilson Medical Center","BROOME",578,1,1533,1,0,25,1527,165,419,187,803,25,954,38,354,6,127,8,5,485,188,0,0,262,316,49,449,80,1096,1011,85,133,133," NY",-75.9583893,42.1142391
"824","2014","Olean General Hospital","CATTARAUGUS",222,6,766,6,0,39,751,153,225,156,168,392,543,2,104,0,185,1,2,347,32,0,0,120,102,3,178,41,562,497,65,89,89," NY",-78.4277827,42.0902702
"825","2014","Mercy Hospital","ERIE",824,16,2422,16,0,145,2182,136,481,547,235,637,1593,61,467,4,161,2,7,1193,204,0,0,418,406,56,549,216,1651,1377,274,64,64," NY",-73.6314088,40.6874502
"826","2014","Brooks Memorial Hospital","CHAUTAUQUA",203,1,520,1,0,7,501,63,74,144,413,0,317,1,104,3,68,1,51,162,2,0,0,100,103,6,172,25,219,138,81,15,15," NY",-79.334641,42.4799884
